ID,gender,seniors,month,payment_method,bill
6374-AFWOX,Male,0,46,Mailed check,65.65
4759-TRPLW,Male,0,1,Electronic check,70.4
5317-FLPJF,Female,0,66,Bank transfer (automatic),61.35
7621-VPNET,Female,0,42,Credit card (automatic),85.9
6034-YMTOB,Female,0,5,Mailed check,75.65
8563-IIOXK,Male,0,7,Electronic check,49.75
4903-CNOZC,Male,0,29,Credit card (automatic),70.9
4353-HYOJD,Female,0,27,Mailed check,49.85
8020-BWHYL,Female,1,15,Credit card (automatic),75.3
7267-FRMJW,Female,0,25,Mailed check,20.1
2982-VPSGI,Female,0,11,Electronic check,94
4188-FRABG,Male,0,57,Electronic check,103.05
8199-ZLLSA,Male,0,67,Bank transfer (automatic),118.35
4128-ETESU,Female,1,47,Electronic check,99.7
0620-DLSLK,Female,0,13,Mailed check,81.9
4625-EWPTF,Male,0,8,Electronic check,30.45
5980-NOPLP,Female,0,44,Electronic check,96.1
3850-OKINF,Male,0,71,Electronic check,66.2
6892-XPFPU,Male,1,24,Electronic check,104.25
8010-EZLOU,Male,1,15,Electronic check,80.2
1156-ZFYDO,Female,0,1,Electronic check,19.75
3295-YVUSR,Male,1,2,Mailed check,72.6
8016-NCFVO,Male,1,55,Electronic check,116.5
4119-ZYPZY,Male,1,71,Electronic check,106.8
5549-ZGHFB,Male,0,50,Mailed check,24.95
7577-SWIFR,Male,0,1,Electronic check,89.25
0303-WMMRN,Male,0,5,Mailed check,19.25
6408-OTUBZ,Female,0,66,Bank transfer (automatic),104.55
5204-HMGYF,Female,0,49,Mailed check,87.2
1078-TDCRN,Female,1,3,Electronic check,30.75
3727-OVPRY,Male,0,66,Credit card (automatic),25.7
3797-FKOGQ,Male,0,11,Electronic check,86.2
7622-NXQZR,Male,0,28,Credit card (automatic),30.1
6196-HBOBZ,Male,0,65,Electronic check,99.35
3970-XGJDU,Female,0,62,Credit card (automatic),19.2
7017-VFULY,Female,0,2,Bank transfer (automatic),20.1
5562-YJQGT,Female,0,2,Credit card (automatic),20.35
8807-OPMBM,Female,0,55,Credit card (automatic),25.65
5439-WIKXB,Male,1,41,Electronic check,94.55
9874-QLCLH,Female,0,17,Electronic check,104.2
8294-UIMBA,Female,0,30,Bank transfer (automatic),94.4
8109-YUOHE,Male,0,17,Mailed check,56.1
5840-NVDCG,Female,0,16,Bank transfer (automatic),68.25
8092-NLTGF,Male,0,72,Bank transfer (automatic),24.75
5928-QLDHB,Male,0,9,Electronic check,76.25
9840-EFJQB,Female,0,1,Electronic check,74.35
0696-UKTOX,Male,0,23,Electronic check,54.15
4801-KFYKL,Male,0,8,Bank transfer (automatic),19.45
3472-OAOOR,Male,0,19,Mailed check,34.95
6135-OZQVA,Female,0,7,Electronic check,53.65
8062-YBDOE,Male,1,1,Electronic check,69.65
2252-JHJGE,Male,0,61,Electronic check,104
4188-PCPIG,Female,0,57,Credit card (automatic),70.35
6000-APYLU,Male,0,9,Electronic check,80.8
7105-BENQF,Male,0,15,Mailed check,64.85
7721-DVEKZ,Female,0,1,Mailed check,19.65
3566-VVORZ,Female,0,12,Bank transfer (automatic),45.9
9507-HSMMZ,Male,0,54,Mailed check,20
2480-SQIOB,Male,0,4,Electronic check,44.8
0947-IDHRQ,Female,0,7,Mailed check,80.3
7813-TKCVO,Female,0,20,Mailed check,20.35
0128-MKWSG,Female,0,26,Mailed check,45.8
3672-YITQD,Male,1,36,Electronic check,84.1
4350-ZTLPI,Female,0,53,Bank transfer (automatic),108.95
9048-JVYVF,Male,0,3,Electronic check,69.35
0361-HJRDX,Female,0,68,Credit card (automatic),64.35
5727-MYATE,Male,0,72,Credit card (automatic),90.8
3823-KYNQY,Male,0,12,Credit card (automatic),24.95
8988-ECPJR,Female,1,34,Mailed check,79.6
7570-WELNY,Female,0,68,Bank transfer (automatic),84.7
3021-VLNRJ,Female,0,50,Credit card (automatic),70.8
3776-EKTKM,Female,1,1,Electronic check,36.45
2080-CAZNM,Female,1,41,Electronic check,104.4
1028-FFNJK,Male,1,30,Electronic check,101.5
6907-FLBER,Male,0,1,Electronic check,54.3
3001-UNBTL,Male,1,29,Electronic check,103.95
5982-PSMKW,Female,0,23,Credit card (automatic),91.1
3507-GASNP,Male,0,60,Mailed check,19.95
7096-ZNBZI,Female,0,72,Credit card (automatic),26.45
1902-XBTFB,Male,0,22,Electronic check,89.4
1676-MQAOA,Male,0,72,Bank transfer (automatic),75.1
0786-IVLAW,Female,1,66,Bank transfer (automatic),108.1
7566-DSRLQ,Female,0,72,Electronic check,110.15
0643-OKLRP,Female,1,47,Electronic check,80.35
7245-JMTTQ,Female,0,51,Electronic check,111.5
6050-IJRHS,Female,0,70,Electronic check,106.5
6202-JVYEU,Male,0,9,Electronic check,19.9
8591-TKMZH,Male,0,59,Mailed check,111.1
0734-OXWBT,Male,0,3,Mailed check,70.7
4282-ACRXS,Male,1,38,Electronic check,24.85
0365-TRTPY,Female,0,37,Bank transfer (automatic),91.2
7349-ALMUX,Male,0,37,Bank transfer (automatic),65.6
9381-NDKME,Female,1,24,Credit card (automatic),40.65
6502-KUGLL,Female,0,14,Bank transfer (automatic),59.45
1841-YSJGV,Male,0,72,Credit card (automatic),109.95
2794-XIMMO,Male,0,53,Electronic check,60.45
8382-SHQEH,Female,0,8,Electronic check,84.9
3511-BFTJW,Male,0,72,Credit card (automatic),38.5
7668-XCFYV,Female,1,17,Electronic check,92.55
2983-ZANRP,Female,0,2,Bank transfer (automatic),73.55
7845-URHJN,Female,0,8,Bank transfer (automatic),20.15
3034-ZBEQN,Female,0,48,Mailed check,34.7
5018-HEKFO,Female,0,10,Mailed check,24.5
2923-ARZLG,Male,0,0,Mailed check,19.7
3976-NLDEZ,Male,0,1,Mailed check,20.6
2282-YGNOR,Female,0,29,Credit card (automatic),58
5336-UFNZP,Female,1,65,Electronic check,107.45
6854-EXGSF,Female,0,8,Bank transfer (automatic),65.5
1241-EZFMJ,Male,0,61,Bank transfer (automatic),25.45
9233-PSYHO,Female,1,45,Bank transfer (automatic),100.15
5376-PCKNB,Male,0,72,Credit card (automatic),104.45
8044-BGWPI,Male,0,12,Electronic check,21.15
4060-LDNLU,Male,0,7,Electronic check,96.2
3589-PPVKW,Male,0,9,Mailed check,44.4
8327-LZKAS,Female,1,43,Electronic check,107.55
5887-IKKYO,Male,0,58,Bank transfer (automatic),94.35
1075-BGWOH,Male,1,16,Electronic check,98.75
1755-RMCXH,Male,0,2,Mailed check,20.3
0302-JOIVN,Female,0,8,Electronic check,101.15
3858-XHYJO,Female,0,40,Bank transfer (automatic),105.75
4299-SIMNS,Male,0,9,Electronic check,81.15
7025-IWFHT,Male,0,41,Electronic check,89.55
6261-LHRTG,Female,0,26,Credit card (automatic),54.75
7841-FCRQD,Female,0,33,Credit card (automatic),53.75
2056-EVGZL,Male,0,68,Credit card (automatic),105.75
8777-MBMTS,Female,1,65,Credit card (automatic),105.85
7753-USQYQ,Male,0,55,Electronic check,64.2
5366-IJEQJ,Male,0,20,Electronic check,88.7
7661-CPURM,Male,0,19,Credit card (automatic),87.7
6233-HXJMX,Female,0,45,Credit card (automatic),89.3
5902-WBLSE,Female,0,70,Credit card (automatic),20.15
1981-INRFU,Female,0,2,Electronic check,79.75
4971-PUYQO,Female,0,27,Mailed check,94.55
3239-TPHPZ,Female,0,12,Electronic check,20.05
5115-GZDEL,Male,0,72,Credit card (automatic),67.2
3338-CVVEH,Male,0,12,Electronic check,94.55
8485-GJCDN,Female,1,5,Mailed check,69.05
2615-YVMYX,Male,1,71,Electronic check,107.5
2851-STERV,Male,1,35,Electronic check,73
4393-GEADV,Male,0,70,Credit card (automatic),114.75
8486-AYEQH,Female,0,31,Electronic check,76.05
1527-SXDPN,Male,0,52,Bank transfer (automatic),96.25
6029-WTIPC,Male,1,37,Electronic check,101.1
8634-CILSZ,Male,0,69,Bank transfer (automatic),104.7
5419-JKZNQ,Male,1,30,Mailed check,77.9
2495-KZNFB,Female,0,33,Electronic check,90.65
1409-PHXTF,Male,1,54,Electronic check,110.45
4560-WQAQW,Female,0,59,Bank transfer (automatic),68.7
9591-YVTEB,Male,1,55,Electronic check,44.85
9309-BZGNT,Male,1,69,Credit card (automatic),29.8
4274-DRSQT,Female,0,66,Bank transfer (automatic),88.9
2027-DNKIV,Male,0,37,Mailed check,58.75
8075-GXIUB,Male,1,9,Credit card (automatic),19.85
2885-HIJDH,Male,0,69,Bank transfer (automatic),86.9
5424-RLQLC,Male,0,10,Mailed check,59.65
6682-QJDGB,Male,0,40,Mailed check,55.25
6507-DTJZV,Male,0,13,Credit card (automatic),66.4
8780-IXSTS,Female,0,6,Electronic check,90.1
7673-BQGKU,Female,0,69,Bank transfer (automatic),20.15
6723-WSNTY,Female,1,66,Credit card (automatic),108.1
9530-EHPOH,Male,0,11,Electronic check,53.75
2725-IWWBA,Male,0,46,Mailed check,56.9
0345-HKJVM,Female,0,6,Electronic check,89.3
1061-PNTHC,Female,0,56,Mailed check,109.6
0394-YONDK,Male,0,70,Credit card (automatic),25.15
6574-MCOEH,Female,0,33,Electronic check,79.15
7399-QHBJS,Female,0,72,Credit card (automatic),66.75
3049-SOLAY,Female,0,3,Electronic check,95.2
0997-YTLNY,Female,0,19,Mailed check,48.8
3317-HRTNN,Female,1,5,Electronic check,45.7
9479-HYNYL,Female,0,71,Credit card (automatic),80.7
3235-ETOOB,Male,0,8,Electronic check,74.5
9708-KFDBY,Male,0,1,Credit card (automatic),20.55
8058-INTPH,Female,0,1,Electronic check,79.65
3642-GKTCT,Female,0,61,Mailed check,115.1
0774-RMNUW,Female,0,71,Bank transfer (automatic),59.7
1334-PDUKM,Female,0,68,Credit card (automatic),86.45
0756-MPZRL,Male,0,46,Credit card (automatic),33.7
2242-MFOTG,Male,0,33,Bank transfer (automatic),80.1
2927-CVULT,Female,0,53,Bank transfer (automatic),104.05
2144-BFDSO,Female,1,50,Bank transfer (automatic),108.75
8745-PVESG,Female,0,57,Credit card (automatic),41.1
7647-GYYKX,Female,0,54,Bank transfer (automatic),20.35
5647-FXOTP,Female,1,60,Electronic check,105.9
5569-OUICF,Female,1,28,Credit card (automatic),101.3
8821-XNHVZ,Female,0,1,Mailed check,80.05
2082-OJVTK,Male,0,29,Electronic check,89.2
9700-ISPUP,Female,0,10,Electronic check,65.5
9839-ETQOE,Male,0,43,Electronic check,40.45
6078-VESFR,Male,1,13,Bank transfer (automatic),70.45
9027-TMATR,Female,0,43,Electronic check,78.8
5940-NFXKV,Male,0,19,Electronic check,83.65
1941-HOSAM,Male,0,1,Electronic check,90.1
9110-HSGTV,Female,0,69,Credit card (automatic),82.45
0704-VCUMB,Female,0,61,Credit card (automatic),20.25
6171-ZTVYB,Male,0,43,Bank transfer (automatic),66.25
8053-WWDRO,Female,0,6,Bank transfer (automatic),19.5
9564-KCLHR,Male,0,1,Mailed check,51.25
1935-IMVBB,Male,0,56,Mailed check,89.7
2535-PBCGC,Female,0,70,Bank transfer (automatic),64.55
2082-CEFLT,Male,0,1,Electronic check,45.6
1470-PSXNM,Male,0,49,Electronic check,93.65
1213-NGCUN,Female,0,6,Bank transfer (automatic),49.65
2498-XLDZR,Female,0,32,Mailed check,73.6
9866-OCCKE,Female,1,72,Mailed check,109.75
5338-YHWYT,Male,0,37,Credit card (automatic),61.45
7718-UPSKJ,Female,0,69,Credit card (automatic),106.4
8731-WBBMB,Female,0,26,Bank transfer (automatic),81.9
1448-CYWKC,Female,0,58,Credit card (automatic),105.2
7901-IIDQV,Male,0,24,Bank transfer (automatic),54.6
2690-DVRVK,Male,0,5,Electronic check,20.55
5688-KZTSN,Male,0,15,Electronic check,20
1270-XKUCC,Female,0,30,Mailed check,19.7
0334-ZFJSR,Female,0,55,Credit card (automatic),66.05
2894-QOJRX,Female,0,25,Bank transfer (automatic),34
5747-PMBSQ,Male,1,10,Mailed check,92.5
5583-EJXRD,Male,0,44,Credit card (automatic),54.05
4565-EVZMJ,Female,0,47,Mailed check,58.9
3143-JQEGI,Female,0,13,Electronic check,88.35
6386-SZZKH,Female,0,49,Bank transfer (automatic),107.95
3327-YBAKM,Female,0,64,Mailed check,96.9
9441-QHEVC,Male,0,1,Mailed check,19.1
6705-LNMDD,Male,0,20,Mailed check,50
2580-ASVVY,Female,0,37,Electronic check,45.4
3370-GQEAL,Male,0,30,Electronic check,85.45
5032-USPKF,Female,0,38,Bank transfer (automatic),84.1
2982-IHMFT,Female,1,1,Mailed check,74.45
3521-SYVOR,Female,0,37,Electronic check,64.75
4254-QPEDE,Female,0,52,Credit card (automatic),66.25
6283-GITPX,Male,0,71,Credit card (automatic),76.9
9526-JAWYF,Male,0,26,Electronic check,89.8
0771-CHWSK,Male,0,66,Credit card (automatic),74.6
9788-HNGUT,Male,0,72,Credit card (automatic),116.95
9495-REDIY,Male,0,25,Credit card (automatic),40.65
5375-XLDOF,Male,0,69,Bank transfer (automatic),114.35
1172-VIYBP,Male,0,53,Bank transfer (automatic),69.7
5649-VUKMC,Female,0,12,Mailed check,95.5
6559-PDZLR,Male,0,26,Electronic check,98.65
8992-OBVDG,Male,0,21,Mailed check,61.65
4273-MBHYA,Female,0,1,Electronic check,89.35
4724-WXVWF,Male,0,48,Electronic check,95.4
5701-GUXDC,Female,0,26,Credit card (automatic),35.4
1460-UZPRJ,Male,0,60,Mailed check,19.95
6082-GLJIX,Male,0,18,Mailed check,19.25
5143-EGQFK,Female,1,10,Electronic check,29.65
4919-IKATY,Male,0,5,Electronic check,84.5
2495-TTHBQ,Female,0,4,Mailed check,20.4
0485-ZBSLN,Male,0,65,Credit card (automatic),24.75
3810-PJUHR,Male,0,70,Mailed check,25.35
9050-QLROH,Male,0,18,Credit card (automatic),90.7
0847-HGRML,Male,0,62,Bank transfer (automatic),20
8232-CTLKO,Female,0,66,Electronic check,59.75
9227-YBAXE,Female,0,65,Bank transfer (automatic),82.5
6168-WFVVF,Female,1,3,Electronic check,70.3
9860-LISIZ,Female,0,34,Mailed check,20.35
0112-QAWRZ,Male,0,16,Bank transfer (automatic),90.8
0877-SDMBN,Female,0,54,Bank transfer (automatic),103.95
2786-GCDPI,Female,1,50,Electronic check,104.95
4043-MKDTV,Male,0,71,Electronic check,105.25
8065-YKXKD,Female,0,10,Electronic check,74.75
9637-EIHEQ,Female,0,1,Electronic check,50.8
9229-RQABD,Male,0,18,Mailed check,23.75
8313-KTIHG,Male,0,4,Electronic check,61.3
5320-BRKGK,Female,0,58,Mailed check,75.8
6284-KMNUF,Female,0,56,Electronic check,98
9689-PTNPG,Male,0,2,Electronic check,80.25
9465-RWMXL,Male,0,32,Electronic check,78.9
6229-UOLQL,Male,0,56,Mailed check,52
2362-IBOOY,Male,0,36,Electronic check,84.75
3137-LUPIX,Female,0,4,Mailed check,64.4
0843-WTBXE,Male,0,53,Bank transfer (automatic),85.45
6143-JQKEA,Male,0,10,Credit card (automatic),45.8
8676-OOQEJ,Male,0,4,Electronic check,30.5
5515-IDEJJ,Male,0,1,Mailed check,19.9
9701-CDXHR,Female,0,51,Mailed check,69.15
7450-NWRTR,Male,1,12,Electronic check,99.45
8124-NZVGJ,Female,0,6,Mailed check,49.25
2162-FRZAA,Male,0,63,Bank transfer (automatic),39.35
5376-DEQCP,Female,0,1,Electronic check,70.6
5118-MUEYH,Female,0,48,Credit card (automatic),105.1
9095-HFAFX,Female,0,5,Credit card (automatic),81
5627-TVBPP,Female,0,35,Credit card (automatic),20.1
2379-ENZGV,Male,0,6,Electronic check,84.85
3936-QQFLL,Male,0,2,Mailed check,19.75
2589-AYCRP,Female,0,50,Bank transfer (automatic),19.75
4067-HLYQI,Female,0,33,Bank transfer (automatic),70.4
5124-EOGYE,Male,0,31,Mailed check,20.45
5057-RKGLH,Female,0,9,Mailed check,20.35
0292-WEGCH,Female,0,54,Electronic check,86.2
8910-ICHIU,Female,0,46,Credit card (automatic),95.65
4097-YODCF,Male,0,34,Electronic check,103.8
9715-WZCLW,Male,0,71,Electronic check,97.2
9786-YWNHU,Female,0,63,Mailed check,63.55
6407-GSJNL,Female,0,51,Bank transfer (automatic),24.95
6005-OBZPH,Female,1,26,Electronic check,89.15
4049-ZPALD,Female,0,64,Bank transfer (automatic),99
7932-WPTDS,Female,1,1,Electronic check,24.8
3733-UOCWF,Male,1,61,Bank transfer (automatic),85.55
6833-JMZYP,Female,0,15,Credit card (automatic),94
2722-VOJQL,Male,0,64,Credit card (automatic),105.65
1310-QRITU,Female,0,18,Electronic check,50.3
8961-QDZZJ,Female,0,57,Electronic check,95
9715-SBVSU,Male,0,14,Bank transfer (automatic),61.4
8490-BXHEO,Male,1,18,Credit card (automatic),80.55
7173-TETGO,Female,1,72,Bank transfer (automatic),78.5
7929-SKFGK,Male,0,70,Credit card (automatic),114.3
2300-RQGOI,Female,0,38,Mailed check,20.05
3563-SVYLG,Male,0,68,Credit card (automatic),62.65
5228-EXCET,Male,0,13,Electronic check,80.85
6435-VWCCY,Male,1,65,Credit card (automatic),92.7
4998-IKFSE,Female,0,30,Electronic check,100.45
8630-QSGXK,Male,0,51,Bank transfer (automatic),75.2
2455-USLMV,Female,0,31,Credit card (automatic),84.75
7394-FKDNK,Female,0,9,Electronic check,89.45
9488-FVZCC,Female,0,72,Bank transfer (automatic),79.5
6331-LWDTQ,Male,0,10,Credit card (automatic),72.15
5995-WWKKG,Female,0,37,Electronic check,19.8
1597-FZREH,Female,0,2,Electronic check,76.4
7879-CGSFV,Male,0,55,Mailed check,100.9
9921-EZKBY,Male,0,33,Bank transfer (automatic),95.3
7432-FFVAR,Female,0,46,Bank transfer (automatic),90.95
7246-ZGQDF,Female,0,1,Electronic check,54.5
7000-WCEVQ,Female,1,20,Mailed check,61.6
0727-IWKVK,Male,0,9,Electronic check,79.9
5959-BELXA,Male,1,32,Credit card (automatic),96.15
4456-RHSNB,Female,0,19,Bank transfer (automatic),49.6
3512-IZIKN,Female,0,70,Credit card (automatic),65.3
2481-SBOYW,Female,0,61,Credit card (automatic),25
7109-MFBYV,Male,0,26,Electronic check,45.45
1833-TCXKK,Male,0,45,Bank transfer (automatic),107.75
1832-PEUTS,Male,0,62,Credit card (automatic),89.1
6141-OOXUQ,Male,0,1,Mailed check,19.65
8660-BUETV,Female,0,3,Mailed check,44.75
0580-PIQHM,Female,0,41,Bank transfer (automatic),101.6
5696-CEIQJ,Male,0,67,Bank transfer (automatic),103.15
7503-ZGUZJ,Male,0,1,Mailed check,84.65
1696-HXOWK,Female,0,71,Mailed check,95.65
3026-ATZYV,Female,0,37,Bank transfer (automatic),75.1
4012-YCFAI,Male,0,60,Mailed check,61.35
2506-TNFCO,Female,1,1,Electronic check,69.55
9970-QBCDA,Female,0,6,Credit card (automatic),19.7
8718-PTMEZ,Female,0,13,Electronic check,31.05
9496-IVVRP,Female,0,11,Bank transfer (automatic),51
2207-OBZNX,Male,0,7,Mailed check,51
2657-VPXTA,Female,0,10,Electronic check,88.85
6551-VLJMV,Male,0,34,Credit card (automatic),20.05
1221-GHZEP,Female,0,62,Mailed check,65.1
9289-LBQVU,Male,0,64,Mailed check,70.15
6142-VSJQO,Female,0,1,Bank transfer (automatic),44.35
3458-IDMFK,Male,0,25,Mailed check,20.75
6933-FHBZC,Female,0,26,Mailed check,56.05
0221-NAUXK,Male,0,10,Bank transfer (automatic),19.95
9770-KXGQU,Female,0,53,Mailed check,98.6
6437-UKHMV,Female,0,7,Electronic check,79.7
6538-POCHL,Male,0,33,Credit card (automatic),79
6726-NNFWD,Female,1,71,Credit card (automatic),89.45
3002-WQZWT,Female,0,29,Electronic check,74.2
4277-UDIEF,Male,0,24,Bank transfer (automatic),81
1208-NBVFH,Male,0,20,Electronic check,49.6
4912-PIGUY,Female,0,1,Electronic check,84.6
1114-CENIM,Male,0,54,Credit card (automatic),55
6060-DRTNL,Female,1,5,Mailed check,84.85
2725-TTRIQ,Female,0,72,Bank transfer (automatic),84.2
3374-TTZTK,Male,0,52,Electronic check,106.3
8990-ZXLSU,Female,0,9,Electronic check,69.05
2275-RBYQS,Female,0,1,Mailed check,45.4
8473-VUVJN,Male,1,1,Electronic check,73.65
6289-CPNLD,Male,0,33,Mailed check,73.9
5536-SLHPM,Female,0,55,Electronic check,77.75
4419-UJMUS,Male,0,69,Electronic check,99.35
7794-JASDG,Male,0,1,Mailed check,50.75
7609-YBPXG,Male,0,54,Bank transfer (automatic),87.1
5519-TEEUH,Male,0,33,Mailed check,20.15
7856-GANIL,Male,1,45,Bank transfer (automatic),98.7
0804-XBFBV,Female,0,11,Electronic check,25.2
2676-OXPPQ,Male,0,6,Bank transfer (automatic),55.7
3703-TTEPD,Male,0,21,Bank transfer (automatic),65.35
2799-TSLAG,Female,0,65,Bank transfer (automatic),25.3
0196-VULGZ,Female,1,6,Electronic check,84.35
8837-VVWLQ,Female,0,8,Electronic check,84.95
2696-NARTR,Male,0,11,Electronic check,73.85
2208-NKVVH,Male,0,43,Mailed check,24.25
7614-QVWQL,Male,0,49,Bank transfer (automatic),51.8
1976-CFOCS,Female,1,1,Electronic check,46
4631-OACRM,Male,1,15,Electronic check,79.4
7139-JZFVG,Male,0,60,Bank transfer (automatic),60.5
4987-GQWPO,Male,0,17,Credit card (automatic),25.1
3755-JBMNH,Male,1,16,Bank transfer (automatic),71.8
1757-TCATG,Male,0,35,Bank transfer (automatic),20.05
6345-ULYRW,Male,1,44,Mailed check,88.4
4776-XSKYQ,Female,0,12,Credit card (automatic),30.25
8048-DSDFQ,Male,0,1,Mailed check,20.2
5753-QQWPW,Female,0,28,Electronic check,59.9
6010-DDPPW,Male,0,70,Bank transfer (automatic),25.15
1809-DMJHQ,Female,0,5,Mailed check,46
6693-FRIRW,Male,0,18,Credit card (automatic),101.3
6586-MYGKD,Male,0,70,Credit card (automatic),76.95
3173-NVMPX,Female,0,9,Mailed check,55.3
0248-PGHBZ,Female,1,67,Bank transfer (automatic),92.45
0623-GDISB,Female,0,1,Bank transfer (automatic),48.45
2892-GESUL,Female,0,18,Mailed check,19.35
6923-EFPNL,Male,0,4,Credit card (automatic),51.75
7472-EQOAV,Male,1,71,Bank transfer (automatic),86.7
9574-RKJIF,Male,0,30,Electronic check,94.4
2043-WVTQJ,Male,0,1,Mailed check,55.7
8034-RYTVV,Female,0,55,Credit card (automatic),84.25
3863-QSTYI,Male,0,59,Electronic check,64.65
2619-WFQWU,Female,0,1,Mailed check,70.15
5044-LRQAQ,Female,0,7,Bank transfer (automatic),69.2
1716-LSAMB,Male,0,45,Bank transfer (automatic),54.65
1333-PBMXB,Female,0,54,Bank transfer (automatic),24.75
6546-OPBBH,Male,0,51,Mailed check,23.95
5985-BEHZK,Female,1,72,Credit card (automatic),105
9127-QRZMH,Male,0,44,Bank transfer (automatic),59.85
5919-VCZYM,Male,0,2,Mailed check,20.05
9644-KVCNC,Female,0,66,Bank transfer (automatic),92.15
2137-DQMEV,Male,0,68,Mailed check,44.8
8174-LNWMW,Female,0,31,Credit card (automatic),20.9
9279-CJEOJ,Female,1,21,Bank transfer (automatic),95.4
7964-VEXDG,Male,0,21,Electronic check,80.35
2404-JIBFC,Female,0,55,Bank transfer (automatic),85.1
0778-NELLA,Male,0,9,Credit card (automatic),34.7
8029-XYPWT,Male,1,71,Bank transfer (automatic),115.05
4614-NUVZD,Female,0,1,Electronic check,81.1
4632-PAOYU,Male,0,22,Mailed check,19.95
3803-KMQFW,Female,0,1,Mailed check,20.55
6804-GDMOI,Female,0,61,Electronic check,106.6
2990-OGYTD,Female,0,67,Bank transfer (automatic),86.15
6646-JPPHA,Female,1,14,Electronic check,78.85
9572-MTILT,Male,0,59,Electronic check,106.75
7658-UYUQS,Male,1,21,Bank transfer (automatic),86.55
7880-XSOJX,Male,0,4,Mailed check,42.4
9611-CTWIH,Female,0,3,Electronic check,89.45
4589-IUAJB,Male,0,70,Bank transfer (automatic),24.25
0329-GTIAJ,Female,0,3,Electronic check,97.9
8746-BFOAJ,Male,1,21,Bank transfer (automatic),20.5
8457-XIGKN,Male,0,20,Credit card (automatic),19.6
6072-NUQCB,Male,0,22,Bank transfer (automatic),20.25
6629-CZTTH,Male,0,1,Mailed check,55.7
8838-GPHZP,Female,0,63,Mailed check,20.6
8750-QWZAJ,Female,0,70,Bank transfer (automatic),19.8
5364-EVNIB,Male,0,13,Electronic check,79.8
6918-UMQCG,Female,0,5,Electronic check,80.2
0675-NCDYU,Female,0,72,Credit card (automatic),116.4
6339-DKLMK,Female,0,13,Electronic check,31.65
1346-PJWTK,Male,0,61,Credit card (automatic),94.15
5088-QZLRL,Male,0,1,Electronic check,20.65
8023-QHAIO,Female,1,56,Bank transfer (automatic),76.85
4397-FRLTA,Female,0,4,Mailed check,20.15
3057-VJJQE,Male,0,35,Mailed check,55.25
5087-SUURX,Female,0,18,Electronic check,39.05
2302-OUZXB,Male,0,72,Bank transfer (automatic),82.15
8133-ANHHJ,Female,1,49,Bank transfer (automatic),103
2270-CHBFN,Female,0,44,Credit card (automatic),95.1
0013-EXCHZ,Female,1,3,Mailed check,83.9
5982-FPVQN,Female,0,37,Electronic check,95.15
9107-UKCKY,Male,0,61,Electronic check,79.8
4654-ULTTN,Male,0,70,Credit card (automatic),74.8
5550-VFRLC,Female,1,1,Electronic check,69.85
5546-BYZSM,Female,0,41,Electronic check,20.45
1492-KGETH,Male,0,70,Bank transfer (automatic),78.35
4929-BSTRX,Female,0,1,Mailed check,53.55
4163-HFTUK,Male,0,51,Electronic check,19.1
8215-NGSPE,Female,0,42,Mailed check,20
2225-ZRGSG,Female,0,70,Bank transfer (automatic),93.9
8859-YSTWS,Male,0,48,Bank transfer (automatic),19.95
5271-YNWVR,Male,0,68,Electronic check,113.15
7601-DHFWZ,Female,0,48,Credit card (automatic),24
2657-ALMWY,Female,1,26,Electronic check,84.95
6330-JKLPC,Male,0,11,Bank transfer (automatic),80.5
4667-OHGKG,Male,0,1,Mailed check,19.3
1998-VHJHK,Female,0,27,Mailed check,19.15
1707-HABPF,Female,1,46,Bank transfer (automatic),91.3
1660-HSOOQ,Male,0,1,Mailed check,49.65
7253-UVNDW,Female,0,46,Credit card (automatic),54.35
0487-VVUVK,Male,0,25,Mailed check,19.15
7228-OMTPN,Male,0,4,Electronic check,88.45
5063-IUOKK,Male,0,13,Mailed check,19.75
4508-OEBEY,Male,0,31,Credit card (automatic),75.5
0027-KWYKW,Female,0,23,Electronic check,83.75
2308-STERM,Female,0,2,Mailed check,19.4
5982-XMDEX,Female,0,65,Bank transfer (automatic),26.5
6284-AHOOQ,Male,1,22,Bank transfer (automatic),90.5
6051-PTVNS,Female,0,55,Credit card (automatic),19.15
2344-JMOGN,Male,0,9,Mailed check,94.85
3799-ISUZQ,Male,0,7,Bank transfer (automatic),69.95
2877-VDUER,Female,0,35,Mailed check,40.9
9152-AMKAK,Male,0,6,Mailed check,80.25
1794-HBQTJ,Female,0,1,Credit card (automatic),48.6
9432-VOFYX,Male,0,17,Electronic check,70.8
8049-WJCLQ,Male,0,10,Mailed check,60.2
6586-PSJOX,Male,0,15,Credit card (automatic),55.2
2460-FPSYH,Female,1,40,Electronic check,55.8
9705-ZJBCG,Female,0,13,Bank transfer (automatic),54.15
4818-DRBQT,Male,0,29,Bank transfer (automatic),80.15
1320-HTRDR,Female,0,3,Electronic check,75.5
6847-KJLTS,Female,1,58,Bank transfer (automatic),100.4
9670-BPNXF,Female,0,45,Credit card (automatic),62.55
3913-FCUUW,Female,0,72,Bank transfer (automatic),70.45
3301-VKTGC,Male,0,68,Bank transfer (automatic),85.5
1493-AMTIE,Male,0,1,Bank transfer (automatic),20.2
9555-SAHUZ,Female,0,38,Electronic check,54.5
0816-TSPHQ,Male,0,2,Mailed check,20.75
9932-WBWIK,Male,0,11,Mailed check,20.35
4619-EVPHY,Female,1,20,Bank transfer (automatic),91
